cia_id,cia_nome,doc_env,per_ini,per_fim,shares_outstanding,net_debt,ebit,roic
1562,BAUMER S.A.,2022-06-08 19:35:01,2021-01-01,2021-12-31,9800000.0,-22401000.0,11872000.0,0.07399958445875753
1694,BICICLETAS MONARK S.A.,2014-03-25 12:47:41,2013-01-01,2013-12-31,454750.0,-178836000.0,796000.0,0.08121193383830574
1694,BICICLETAS MONARK S.A.,2015-03-26 08:54:09,2014-01-01,2014-12-31,454750.0,-157796000.0,467000.0,0.012676125848241824
1694,BICICLETAS MONARK S.A.,2015-03-26 15:18:03,2014-01-01,2014-12-31,454750.0,-157796000.0,467000.0,0.012676125848241824
1694,BICICLETAS MONARK S.A.,2015-04-06 13:51:44,2014-01-01,2014-12-31,454750.0,-157796000.0,467000.0,0.012676125848241824
2100,CAMBUCI S.A.,2011-03-25 16:06:56,2010-01-01,2010-12-31,36960000.0,64944000.0,22303000.0,0.1493110583652851
2100,CAMBUCI S.A.,2012-03-23 10:06:41,2011-01-01,2011-12-31,36960000.0,105745000.0,20414000.0,0.0928465402824006
2100,CAMBUCI S.A.,2013-03-28 09:40:25,2012-01-01,2012-12-31,36960000.0,134710000.0,7210000.0,0.02916756054355887
2100,CAMBUCI S.A.,2014-03-28 20:41:40,2013-01-01,2013-12-31,38552000.0,140302000.0,27796000.0,0.11689409965591943
2100,CAMBUCI S.A.,2014-05-29 15:28:40,2013-01-01,2013-12-31,38552000.0,140302000.0,27796000.0,0.11689409965591943
2100,CAMBUCI S.A.,2015-03-30 19:59:29,2014-01-01,2014-12-31,38552000.0,133993000.0,45528000.0,0.18276330194876284
2100,CAMBUCI S.A.,2018-04-20 17:04:09,2017-01-01,2017-12-31,3855000.0,92876000.0,19946000.0,0.1330217048623742
2100,CAMBUCI S.A.,2019-03-15 18:35:02,2018-01-01,2018-12-31,3855000.0,53201000.0,28937000.0,0.24920625807377633
2100,CAMBUCI S.A.,2020-03-06 18:45:14,2019-01-01,2019-12-31,41980080.0,70079000.0,37944000.0,0.2721004824199226
2100,CAMBUCI S.A.,2021-02-12 18:11:58,2020-01-01,2020-12-31,42100080.0,65339000.0,15858000.0,0.09737704918032786
2100,CAMBUCI S.A.,2022-02-24 19:33:20,2021-01-01,2021-12-31,42275080.0,92117000.0,36092000.0,0.15304323244264262
2429,IRANI PAPEL E EMBALAGEM S.A.,2011-03-29 09:43:14,2010-01-01,2010-12-31,8104500000.0,284423000.0,83521000.0,0.07334660363274445
2429,IRANI PAPEL E EMBALAGEM S.A.,2011-03-29 10:26:36,2010-01-01,2010-12-31,8104000.0,284423000.0,83521000.0,0.07334660363274445
2429,IRANI PAPEL E EMBALAGEM S.A.,2012-03-07 09:48:16,2011-01-01,2011-12-31,8104000.0,288876000.0,58105000.0,0.051260277305117154
2429,IRANI PAPEL E EMBALAGEM S.A.,2013-03-20 09:50:14,2012-01-01,2012-12-31,162090000.0,310377000.0,75246000.0,0.0649706037033839
2429,IRANI PAPEL E EMBALAGEM S.A.,2014-02-28 09:31:58,2013-01-01,2013-12-31,166720000.0,495751000.0,109037000.0,0.07313516776559158
2429,IRANI PAPEL E EMBALAGEM S.A.,2015-02-27 09:39:58,2014-01-01,2014-12-31,166720000.0,608787000.0,99715000.0,0.05970280996983648
2429,IRANI PAPEL E EMBALAGEM S.A.,2016-02-29 09:41:01,2015-01-01,2015-12-31,166720000.0,776966000.0,93535000.0,0.05347371101738739
2429,IRANI PAPEL E EMBALAGEM S.A.,2017-02-24 09:02:57,2016-01-01,2016-12-31,166720000.0,719292000.0,71934000.0,0.04143341749218265
2429,IRANI PAPEL E EMBALAGEM S.A.,2018-04-27 08:54:11,2017-01-01,2017-12-31,166720000.0,686415000.0,5735000.0,0.0037488634855486857
2429,IRANI PAPEL E EMBALAGEM S.A.,2019-03-01 08:47:15,2018-01-01,2018-12-31,166720000.0,692747000.0,117835000.0,0.07788660583645544
2429,IRANI PAPEL E EMBALAGEM S.A.,2020-03-13 17:44:55,2019-01-01,2019-12-31,166720000.0,728323000.0,205122000.0,0.12780922907861206
2429,IRANI PAPEL E EMBALAGEM S.A.,2021-02-26 08:01:05,2020-01-01,2020-12-31,256720000.0,242015000.0,165515000.0,0.10851997846287725
2429,IRANI PAPEL E EMBALAGEM S.A.,2022-02-24 07:33:49,2021-01-01,2021-12-31,256720000.0,386053000.0,435824000.0,0.2175619230873957
2909,CIA CACIQUE CAFE SOLUVEL,2012-03-26 17:23:28,2011-01-01,2011-12-31,24948000.0,236324000.0,7583000.0,0.011059016422422173
2909,CIA CACIQUE CAFE SOLUVEL,2012-03-28 09:56:51,2011-01-01,2011-12-31,24948000.0,236324000.0,7583000.0,0.011059016422422173
2909,CIA CACIQUE CAFE SOLUVEL,2013-03-26 08:25:27,2012-01-01,2012-12-31,24948000.0,263599000.0,52573000.0,0.07064867847464149
2909,CIA CACIQUE CAFE SOLUVEL,2014-03-25 09:45:29,2013-01-01,2013-12-31,24948000.0,178606000.0,104535000.0,0.1553237473237743
3069,CIA FERRO LIGAS DA BAHIA - FERBASA,2011-03-28 19:06:21,2010-01-01,2010-12-31,88320000.0,-383574.0,125956.0,0.12848402043850674
3069,CIA FERRO LIGAS DA BAHIA - FERBASA,2011-03-29 09:47:43,2010-01-01,2010-12-31,88320000.0,-383574000.0,125956000.0,0.1284840204385067
3069,CIA FERRO LIGAS DA BAHIA - FERBASA,2012-03-12 19:53:04,2011-01-01,2011-12-31,88320000.0,-330967000.0,62327000.0,0.05370106329510518
3069,CIA FERRO LIGAS DA BAHIA - FERBASA,2013-03-15 21:28:27,2012-01-01,2012-12-31,88320000.0,-257389000.0,69968000.0,0.05100294229392897
3069,CIA FERRO LIGAS DA BAHIA - FERBASA,2014-03-20 19:16:51,2013-01-01,2013-12-31,88320000.0,-223555000.0,76466000.0,0.05074819753235391
3069,CIA FERRO LIGAS DA BAHIA - FERBASA,2015-02-27 17:58:50,2014-01-01,2014-12-31,88320000.0,-234656000.0,74286000.0,0.04700284344196444
3069,CIA FERRO LIGAS DA BAHIA - FERBASA,2016-03-04 18:18:23,2015-01-01,2015-12-31,88320000.0,-64991000.0,215687000.0,0.11167917192295379
3069,CIA FERRO LIGAS DA BAHIA - FERBASA,2017-03-10 18:37:46,2016-01-01,2016-12-31,88320000.0,-237291000.0,4814000.0,0.002836747977061308
3069,CIA FERRO LIGAS DA BAHIA - FERBASA,2018-03-05 18:35:51,2017-01-01,2017-12-31,88320000.0,-447629000.0,246014000.0,0.15106855662189883
3069,CIA FERRO LIGAS DA BAHIA - FERBASA,2019-03-07 18:18:57,2018-01-01,2018-12-31,88320000.0,104570000.0,375574000.0,0.133731147774473
3069,CIA FERRO LIGAS DA BAHIA - FERBASA,2019-03-11 14:23:14,2018-01-01,2018-12-31,88320000.0,104570000.0,375574000.0,0.133731147774473
3069,CIA FERRO LIGAS DA BAHIA - FERBASA,2020-03-03 18:32:35,2019-01-01,2019-12-31,88320000.0,320043000.0,179242000.0,0.05481681040474641
3069,CIA FERRO LIGAS DA BAHIA - FERBASA,2021-03-02 19:16:42,2020-01-01,2020-12-31,88320000.0,246325000.0,278897000.0,0.09121389912716683
3069,CIA FERRO LIGAS DA BAHIA - FERBASA,2021-03-02 22:38:55,2020-01-01,2020-12-31,88320000.0,246325000.0,278897000.0,0.09121389912716683
3069,CIA FERRO LIGAS DA BAHIA - FERBASA,2021-03-03 18:13:33,2020-01-01,2020-12-31,88320000.0,246325000.0,278897000.0,0.09121389912716683
3069,CIA FERRO LIGAS DA BAHIA - FERBASA,2022-03-04 18:20:09,2021-01-01,2021-12-31,88320000.0,-196923000.0,800842000.0,0.2432118246004108
3077,CIA FIACAO TECIDOS CEDRO CACHOEIRA,2011-03-31 00:50:19,2010-01-01,2010-12-31,3569059.0,201845000.0,28091000.0,0.0367108092588559
3077,CIA FIACAO TECIDOS CEDRO CACHOEIRA,2011-04-06 19:11:10,2010-12-01,2010-12-31,3569059.0,201845000.0,28594000.0,0.037375186905245224
3077,CIA FIACAO TECIDOS CEDRO CACHOEIRA,2011-04-07 08:59:09,2010-01-01,2010-12-31,3569059.0,201845000.0,28594000.0,0.037375186905245224
3077,CIA FIACAO TECIDOS CEDRO CACHOEIRA,2012-03-13 17:33:11,2011-01-01,2011-12-31,10000000.0,229026000.0,42593000.0,0.052053869684692354
3077,CIA FIACAO TECIDOS CEDRO CACHOEIRA,2013-03-26 11:29:40,2012-01-01,2012-12-31,10000000.0,219301000.0,31421000.0,0.038566279848248154
3077,CIA FIACAO TECIDOS CEDRO CACHOEIRA,2013-03-26 18:27:36,2012-01-01,2012-12-31,10000000.0,219301000.0,31421000.0,0.038566279848248154
3077,CIA FIACAO TECIDOS CEDRO CACHOEIRA,2013-04-19 16:39:34,2012-01-01,2012-12-31,10000000.0,219301000.0,31421000.0,0.038566279848248154
3077,CIA FIACAO TECIDOS CEDRO CACHOEIRA,2014-03-25 09:05:27,2013-01-01,2013-12-31,10000000.0,259317000.0,39677000.0,0.04465357306068439
3077,CIA FIACAO TECIDOS CEDRO CACHOEIRA,2015-03-24 11:42:46,2014-01-01,2014-12-31,10000000.0,279554000.0,12654000.0,0.014054889131225008
3077,CIA FIACAO TECIDOS CEDRO CACHOEIRA,2018-03-28 09:16:16,2017-01-01,2017-12-31,10000000.0,223525000.0,83712000.0,0.14396135316050995
3077,CIA FIACAO TECIDOS CEDRO CACHOEIRA,2019-03-27 08:22:55,2018-01-01,2018-12-31,10000000.0,248894000.0,63110000.0,0.09156731921254821
3077,CIA FIACAO TECIDOS CEDRO CACHOEIRA,2019-03-29 18:40:44,2018-01-01,2018-12-31,10000000.0,248894000.0,63110000.0,0.09156731921254821
3077,CIA FIACAO TECIDOS CEDRO CACHOEIRA,2020-03-27 08:49:25,2019-01-01,2019-12-31,10000000.0,217275000.0,15708000.0,0.025340190260165617
3077,CIA FIACAO TECIDOS CEDRO CACHOEIRA,2021-03-30 09:02:46,2020-01-01,2020-12-31,10000000.0,193764000.0,1139000.0,0.0022129982072047402
3077,CIA FIACAO TECIDOS CEDRO CACHOEIRA,2022-03-29 08:31:58,2021-01-01,2021-12-31,10000000.0,206728000.0,44580000.0,0.08392893818032449
3077,CIA FIACAO TECIDOS CEDRO CACHOEIRA,2022-03-31 11:19:14,2021-01-01,2021-12-31,10000000.0,206728000.0,44580000.0,0.08392893818032449
3158,CIA TECIDOS NORTE DE MINAS COTEMINAS,2011-03-30 20:20:00,2010-01-01,2010-12-31,116675000.0,351196000.0,50338000.0,0.013804418417093288
3158,CIA TECIDOS NORTE DE MINAS COTEMINAS,2011-04-18 15:37:27,2010-01-01,2010-12-31,116675000.0,351196000.0,50338000.0,0.013804418417093288
3158,CIA TECIDOS NORTE DE MINAS COTEMINAS,2012-03-31 21:54:18,2011-01-01,2011-12-31,116675000.0,745100000.0,75478000.0,0.020959618569332056
3158,CIA TECIDOS NORTE DE MINAS COTEMINAS,2013-03-28 19:00:44,2012-01-01,2012-12-31,116675000.0,620949000.0,120591000.0,0.036042354149486665
3158,CIA TECIDOS NORTE DE MINAS COTEMINAS,2014-03-27 19:16:19,2013-01-01,2013-12-31,122546000.0,743579000.0,91029000.0,0.026608532745173587
3158,CIA TECIDOS NORTE DE MINAS COTEMINAS,2015-03-30 20:37:55,2014-01-01,2014-12-31,122546000.0,885998000.0,44905000.0,0.01285589544654232
3158,CIA TECIDOS NORTE DE MINAS COTEMINAS,2016-03-31 18:55:01,2015-01-01,2015-12-31,30636000.0,949101000.0,36493000.0,0.010370811481127442
3158,CIA TECIDOS NORTE DE MINAS COTEMINAS,2017-04-28 21:56:07,2016-01-01,2016-12-31,30636000.0,1141269000.0,54194000.0,0.016003983988874895
3158,CIA TECIDOS NORTE DE MINAS COTEMINAS,2017-05-03 19:15:32,2016-01-01,2016-12-31,30636000.0,1141269000.0,54194000.0,0.016003983988874895
3158,CIA TECIDOS NORTE DE MINAS COTEMINAS,2018-03-29 18:27:56,2017-01-01,2017-12-31,30636000.0,1179247000.0,271439000.0,0.08341380150047281
3158,CIA TECIDOS NORTE DE MINAS COTEMINAS,2019-04-11 21:00:46,2018-01-01,2018-12-31,30636000.0,1347143000.0,462087000.0,0.11629023463387216
3158,CIA TECIDOS NORTE DE MINAS COTEMINAS,2020-04-09 22:15:44,2019-01-01,2019-12-31,30636000.0,1307208000.0,31854000.0,0.00886215247260564
3158,CIA TECIDOS NORTE DE MINAS COTEMINAS,2021-03-31 22:08:37,2020-01-01,2020-12-31,30636000.0,1341555000.0,42015000.0,0.012429893890548403
3158,CIA TECIDOS NORTE DE MINAS COTEMINAS,2022-03-30 21:18:29,2021-01-01,2021-12-31,30636000.0,1215884000.0,162464000.0,0.055568347888815865
3395,CIA INDUSTRIAL CATAGUASES,2011-03-31 23:52:34,2010-01-01,2010-12-31,145000.0,46963000.0,12257000.0,0.043688238184989764
3395,CIA INDUSTRIAL CATAGUASES,2012-04-27 19:19:31,2011-01-01,2011-12-31,145000.0,64507000.0,12448000.0,0.03901582824008776
3395,CIA INDUSTRIAL CATAGUASES,2012-05-01 13:01:22,2011-01-01,2011-12-31,145000.0,64507000.0,12448000.0,0.03901582824008776
3395,CIA INDUSTRIAL CATAGUASES,2013-03-16 15:01:19,2012-01-01,2012-12-31,145000.0,59425000.0,4635000.0,0.01516628326656883
3395,CIA INDUSTRIAL CATAGUASES,2014-03-26 20:23:17,2013-01-01,2013-12-31,145000.0,45941000.0,4319000.0,0.01548432305586337
3395,CIA INDUSTRIAL CATAGUASES,2015-03-25 16:25:55,2014-01-01,2014-12-31,145000.0,38537000.0,11229000.0,0.039797338660308657
3395,CIA INDUSTRIAL CATAGUASES,2022-03-16 10:34:07,2021-01-01,2021-12-31,145000.0,47888000.0,16180000.0,0.05691413952992591
3654,CIA MELHORAMENTOS DE SAO PAULO,2012-03-23 09:26:45,2011-01-01,2011-12-31,6573.0,18597000.0,1520000.0,0.0011846309718650143
3654,CIA MELHORAMENTOS DE SAO PAULO,2012-03-23 09:47:25,2011-01-01,2011-12-31,6573000.0,18597000.0,1520000.0,0.0011846309718650143
3654,CIA MELHORAMENTOS DE SAO PAULO,2013-03-25 19:29:39,2012-01-01,2012-12-31,6405000.0,43114000.0,14265000.0,0.010742636110017627
3654,CIA MELHORAMENTOS DE SAO PAULO,2014-03-26 18:45:47,2013-01-01,2013-12-31,6405000.0,71401000.0,8227000.0,0.006050019610290053
3654,CIA MELHORAMENTOS DE SAO PAULO,2014-07-22 18:03:47,2013-01-01,2013-12-31,6405000.0,71401000.0,8227000.0,0.006050019610290053
3654,CIA MELHORAMENTOS DE SAO PAULO,2015-03-19 20:36:28,2014-01-01,2014-12-31,6405000.0,47244000.0,57813000.0,0.04405944401143153
3654,CIA MELHORAMENTOS DE SAO PAULO,2017-03-15 18:52:04,2016-01-01,2016-12-31,6405000.0,-8834000.0,267270000.0,0.20013501309286627
3980,GERDAU S.A.,2011-03-03 17:46:05,2010-01-01,2010-12-31,1516802000.0,12493500000.0,3644552000.0,0.076708831573903
3980,GERDAU S.A.,2012-02-16 10:55:18,2011-01-01,2011-12-31,1719658728000.0,9105280000.0,2879008000.0,0.055583902868764266
3980,GERDAU S.A.,2012-02-16 13:58:29,2011-01-01,2011-12-31,1719659000.0,9105280000.0,2879008000.0,0.055583902868764266
3980,GERDAU S.A.,2013-02-21 17:15:22,2012-01-01,2012-12-31,1719658728.0,12171715000.0,2348205000.0,0.03920826052060861
3980,GERDAU S.A.,2014-02-21 17:53:19,2013-01-01,2013-12-31,1719658728.0,12484383000.0,2754423000.0,0.04236081935618525
3980,GERDAU S.A.,2014-02-21 18:37:14,2013-01-01,2013-12-31,1719658728.0,12484383000.0,2754423000.0,0.04236081935618525
3980,GERDAU S.A.,2015-03-05 07:49:12,2014-01-01,2014-12-31,1719658728.0,13672680000.0,2898986000.0,0.042020904871915385
3980,GERDAU S.A.,2018-02-28 08:32:32,2017-01-01,2017-12-31,1719658728.0,13132728000.0,1100072000.0,0.02031108389467238
3980,GERDAU S.A.,2018-02-28 10:56:49,2017-01-01,2017-12-31,1719658728.0,13132728000.0,1100072000.0,0.02031108389467238
3980,GERDAU S.A.,2019-02-21 08:31:45,2018-01-01,2018-12-31,1719658728.0,11557100000.0,4047226000.0,0.07393652695098069
3980,GERDAU S.A.,2020-02-19 08:15:48,2019-01-01,2019-12-31,1719658728.0,9755266000.0,3183934000.0,0.05984157646228097
3980,GERDAU S.A.,2021-02-24 08:17:32,2020-01-01,2020-12-31,1719658728.0,9857004000.0,5194385000.0,0.08865379460900319
3980,GERDAU S.A.,2022-02-23 07:39:08,2021-01-01,2021-12-31,1719658728.0,7252827000.0,21023022000.0,0.29693723900518876
4030,CIA SIDERURGICA NACIONAL,2011-03-28 20:03:15,2010-01-01,2010-12-31,1510359.0,9850169000.0,4998346000.0,0.21188637616252512
4030,CIA SIDERURGICA NACIONAL,2012-03-26 19:57:37,2011-01-01,2011-12-31,1457970108.0,12471195000.0,5756922000.0,0.2021032034867825
4030,CIA SIDERURGICA NACIONAL,2013-03-28 19:44:24,2012-01-01,2012-12-31,1457970108.0,15706884000.0,641697000.0,0.018938745244687975
4030,CIA SIDERURGICA NACIONAL,2014-02-28 08:38:04,2013-01-01,2013-12-31,1457970108.0,17750758000.0,3119754000.0,0.16695629879166066
4030,CIA SIDERURGICA NACIONAL,2015-03-12 07:17:48,2014-01-01,2014-12-31,1387524047.0,21197358000.0,2818013000.0,0.14019035221544174
4030,CIA SIDERURGICA NACIONAL,2016-03-28 23:58:44,2015-01-01,2015-12-31,1387524047.0,25657864000.0,5177625000.0,0.11242634552052454
4030,CIA SIDERURGICA NACIONAL,2016-11-14 06:42:25,2015-01-01,2015-12-31,1387524047.0,25657864000.0,5177625000.0,0.11242634552052454
4030,CIA SIDERURGICA NACIONAL,2017-10-28 14:57:49,2016-01-01,2016-12-31,1387524047.0,24809465000.0,1945476000.0,0.0464792504470954
4030,CIA SIDERURGICA NACIONAL,2018-03-26 20:43:48,2017-01-01,2017-12-31,1387524047.0,25363560000.0,2983965000.0,0.06995706561365148
4030,CIA SIDERURGICA NACIONAL,2018-04-06 18:04:54,2017-01-01,2017-12-31,1387524047.0,25363560000.0,2983965000.0,0.06995706561365148
4030,CIA SIDERURGICA NACIONAL,2019-02-20 20:07:16,2018-01-01,2018-12-31,1387524047.0,25683357000.0,6946560000.0,0.15248791133587153
4030,CIA SIDERURGICA NACIONAL,2020-03-04 21:21:16,2019-01-01,2019-12-31,1387524047.0,24244908000.0,3541917000.0,0.07300031967976686
4030,CIA SIDERURGICA NACIONAL,2021-02-22 23:12:48,2020-01-01,2020-12-31,1387524047.0,21542705000.0,5714437000.0,0.12961278048334565
4030,CIA SIDERURGICA NACIONAL,2022-03-09 20:47:28,2021-01-01,2021-12-31,1387524047.0,13216310000.0,20539962000.0,0.4161094139818411
4081,CIA TECIDOS SANTANENSE,2011-03-30 17:23:48,2010-01-01,2010-12-31,39299000.0,46056000.0,36523000.0,0.09740371832533931
4081,CIA TECIDOS SANTANENSE,2011-04-18 16:06:51,2010-01-01,2010-12-31,39299000.0,46056000.0,36523000.0,0.09740371832533931
4081,CIA TECIDOS SANTANENSE,2012-03-30 20:36:19,2011-01-01,2011-12-31,39299000.0,61252000.0,34595000.0,0.0809948812180076
4081,CIA TECIDOS SANTANENSE,2013-03-19 17:18:57,2012-01-01,2012-12-31,39299000.0,29847000.0,52271000.0,0.125758164526277
4081,CIA TECIDOS SANTANENSE,2014-03-27 19:07:52,2013-01-01,2013-12-31,39299000.0,84312000.0,48336000.0,0.08956614754857782
4081,CIA TECIDOS SANTANENSE,2015-03-26 18:51:12,2014-01-01,2014-12-31,39299000.0,117635000.0,10880000.0,0.01847507557728179
4081,CIA TECIDOS SANTANENSE,2017-03-23 19:42:13,2016-01-01,2016-12-31,39299000.0,138920000.0,4957000.0,0.008507392826124265
4081,CIA TECIDOS SANTANENSE,2017-03-27 18:41:55,2016-01-01,2016-12-31,39299000.0,138920000.0,4957000.0,0.008507392826124265
4081,CIA TECIDOS SANTANENSE,2018-03-28 18:41:53,2017-01-01,2017-12-31,39299000.0,177981000.0,36363000.0,0.054683196471049286
4081,CIA TECIDOS SANTANENSE,2019-04-05 21:55:13,2018-01-01,2018-12-31,39299000.0,282103000.0,120242000.0,0.1524852337051967
4081,CIA TECIDOS SANTANENSE,2020-03-30 22:13:28,2019-01-01,2019-12-31,39299000.0,206738000.0,34662000.0,0.05003963462648957
4081,CIA TECIDOS SANTANENSE,2021-03-31 22:15:07,2020-01-01,2020-12-31,111299000.0,250295000.0,13536000.0,0.01802113213027849
4081,CIA TECIDOS SANTANENSE,2022-03-29 19:22:47,2021-01-01,2021-12-31,111299000.0,159126000.0,49974000.0,0.07673211676794371
4146,KARSTEN S.A.,2011-03-29 19:02:05,2010-01-01,2010-12-31,14406.0,185197.0,32883.0,0.07396187191581013
4146,KARSTEN S.A.,2011-03-30 11:40:26,2010-01-01,2010-12-31,14406000.0,185197000.0,32883000.0,0.07396187191581012
4146,KARSTEN S.A.,2013-04-02 00:04:56,2012-01-01,2012-12-31,14406000.0,225516000.0,36167000.0,0.09114841360454858
4170,VALE S.A.,2011-02-24 23:49:15,2010-01-01,2010-12-31,5365305000.0,30321395000.0,40442258000.0,0.18704531965130294
4170,VALE S.A.,2012-02-16 11:24:28,2011-01-01,2011-12-31,5365305000.0,39166496000.0,53087424000.0,0.20028437927427503
4170,VALE S.A.,2012-06-28 12:06:54,2011-01-01,2011-12-31,5365305000.0,39166496000.0,53087424000.0,0.20028437927427503
4170,VALE S.A.,2013-02-27 21:38:55,2012-01-01,2012-12-31,5365305000.0,49938137000.0,14996191000.0,0.05140833005599897
4170,VALE S.A.,2013-02-27 22:34:42,2012-01-01,2012-12-31,5365305000.0,49938137000.0,14996191000.0,0.05140833005599897
4170,VALE S.A.,2013-02-28 19:51:02,2012-01-01,2012-12-31,5365305000.0,49938137000.0,14996191000.0,0.05140833005599897
4170,VALE S.A.,2013-03-14 23:50:06,2012-01-01,2012-12-31,5365305000.0,49938137000.0,14996191000.0,0.05140833005599897
4170,VALE S.A.,2014-02-26 21:52:20,2013-01-01,2013-12-31,5365305000.0,56511766000.0,33436715000.0,0.11021053741999712
4170,VALE S.A.,2014-03-17 19:18:56,2013-01-01,2013-12-31,5365305000.0,56511766000.0,33436715000.0,0.11021053741999712
4170,VALE S.A.,2015-02-26 06:22:40,2014-01-01,2014-12-31,5244316000.0,65961970000.0,17572598000.0,0.05668976468153874
4170,VALE S.A.,2017-02-23 06:06:01,2016-01-01,2016-12-31,5244316000.0,81672867000.0,25072734000.0,0.08138560219442435
